combination,pca_x,pca_y,accuracy
A1+B1+C1+D1,-140.29412240447607,230.3628211658858,0.14189230068488692
A1+B1+C1+D2,-140.29412240447593,230.3628211658858,0.1503924063563746
A1+B1+C1+D3,-140.2941224044761,230.3628211658858,0.15827066897557956
A1+B1+C1+D4,-140.29412240447598,230.36282116588583,0.1572913836318049
A1+B1+C1+D5,-140.29412240447587,230.3628211658858,0.15632564681802597
A1+B1+C1+D6,-140.29412240447607,230.36282116588578,0.1585509406260001
A1+B1+C1+D7,-140.294122404476,230.3628211658858,0.17272091395109446
A1+B1+C1+D8,-140.294122404476,230.3628211658858,0.14834361066423943
A1+B1+C1+D9,-140.29412240447604,230.36282116588583,0.1337697873664035
A1+B1+C1+D10,-140.29412240447604,230.36282116588578,0.14690971956679666
A1+B1+C2+D1,-140.29412240447596,230.3628211658859,0.14135732692303749
A1+B1+C2+D2,-140.29412240447581,230.3628211658859,0.14985743259452522
A1+B1+C2+D3,-140.29412240447598,230.3628211658859,0.15773569521373015
A1+B1+C2+D4,-140.29412240447587,230.36282116588592,0.1567564098699554
A1+B1+C2+D5,-140.29412240447576,230.3628211658859,0.15579067305617664
A1+B1+C2+D6,-140.29412240447596,230.36282116588586,0.15801596686415056
A1+B1+C2+D7,-140.2941224044759,230.3628211658859,0.17218594018924488
A1+B1+C2+D8,-140.2941224044759,230.3628211658859,0.14780863690239
A1+B1+C2+D9,-140.29412240447593,230.36282116588592,0.13323481360455403
A1+B1+C2+D10,-140.29412240447593,230.36282116588586,0.14637474580494705
A1+B1+C3+D1,-140.29412240447598,230.36282116588586,0.14246738703419443
A1+B1+C3+D2,-140.29412240447584,230.36282116588586,0.15096749270568194
A1+B1+C3+D3,-140.294122404476,230.36282116588586,0.15884575532488698
A1+B1+C3+D4,-140.2941224044759,230.3628211658859,0.15786646998111228
A1+B1+C3+D5,-140.2941224044758,230.36282116588586,0.1569007331673337
A1+B1+C3+D6,-140.29412240447598,230.36282116588583,0.15912602697530734
A1+B1+C3+D7,-140.29412240447593,230.36282116588586,0.17329600030040193
A1+B1+C3+D8,-140.29412240447593,230.36282116588586,0.1489186970135469
A1+B1+C3+D9,-140.29412240447596,230.3628211658859,0.13434487371571105
A1+B1+C3+D10,-140.29412240447596,230.36282116588583,0.14748480591610397
A1+B1+C4+D1,-140.29412240447604,230.36282116588583,0.14131242125180787
A1+B1+C4+D2,-140.2941224044759,230.36282116588583,0.14981252692329564
A1+B1+C4+D3,-140.29412240447607,230.36282116588583,0.15769078954250035
A1+B1+C4+D4,-140.29412240447596,230.36282116588586,0.15671150419872576
A1+B1+C4+D5,-140.29412240447584,230.36282116588583,0.15574576738494705
A1+B1+C4+D6,-140.29412240447604,230.3628211658858,0.15797106119292095
A1+B1+C4+D7,-140.29412240447598,230.36282116588583,0.17214103451801538
A1+B1+C4+D8,-140.29412240447598,230.36282116588583,0.1477637312311604
A1+B1+C4+D9,-140.294122404476,230.36282116588586,0.13318990793332458
A1+B1+C4+D10,-140.294122404476,230.3628211658858,0.1463298401337175
A1+B1+C5+D1,-140.29412240447593,230.36282116588603,0.141825238080064
A1+B1+C5+D2,-140.2941224044758,230.36282116588603,0.1503253437515516
A1+B1+C5+D3,-140.29412240447596,230.36282116588603,0.15820360637075662
A1+B1+C5+D4,-140.29412240447584,230.36282116588606,0.15722432102698175
A1+B1+C5+D5,-140.29412240447573,230.36282116588603,0.1562585842132031
A1+B1+C5+D6,-140.29412240447593,230.362821165886,0.158483878021177
A1+B1+C5+D7,-140.29412240447587,230.36282116588603,0.17265385134627126
A1+B1+C5+D8,-140.29412240447587,230.36282116588603,0.14827654805941645
A1+B1+C5+D9,-140.2941224044759,230.36282116588606,0.13370272476158054
A1+B1+C5+D10,-140.2941224044759,230.362821165886,0.14684265696197354
A1+B1+C6+D1,-140.2941224044761,230.36282116588586,0.15696325699669159
A1+B1+C6+D2,-140.29412240447596,230.36282116588586,0.16546336266817943
A1+B1+C6+D3,-140.29412240447613,230.36282116588586,0.17334162528738412
A1+B1+C6+D4,-140.294122404476,230.3628211658859,0.1723623399436096
A1+B1+C6+D5,-140.2941224044759,230.36282116588586,0.17139660312983085
A1+B1+C6+D6,-140.2941224044761,230.36282116588583,0.17362189693780464
A1+B1+C6+D7,-140.29412240447604,230.36282116588586,0.18779187026289917
A1+B1+C6+D8,-140.29412240447604,230.36282116588586,0.163414566976044
A1+B1+C6+D9,-140.29412240447607,230.3628211658859,0.14884074367820813
A1+B1+C6+D10,-140.29412240447607,230.36282116588583,0.1619806758786011
A1+B1+C7+D1,-140.29412240447584,230.362821165886,0.14214298915534257
A1+B1+C7+D2,-140.2941224044757,230.362821165886,0.15064309482683041
A1+B1+C7+D3,-140.29412240447587,230.362821165886,0.15852135744603518
A1+B1+C7+D4,-140.29412240447576,230.36282116588603,0.15754207210226046
A1+B1+C7+D5,-140.29412240447564,230.362821165886,0.1565763352884818
A1+B1+C7+D6,-140.29412240447584,230.36282116588598,0.15880162909645562
A1+B1+C7+D7,-140.2941224044758,230.362821165886,0.17297160242154985
A1+B1+C7+D8,-140.2941224044758,230.362821165886,0.1485942991346951
A1+B1+C7+D9,-140.29412240447581,230.36282116588603,0.13402047583685925
A1+B1+C7+D10,-140.29412240447581,230.36282116588598,0.1471604080372521
A1+B1+C8+D1,-140.29412240447604,230.3628211658859,0.1511803450388825
A1+B1+C8+D2,-140.2941224044759,230.3628211658859,0.15968045071037035
A1+B1+C8+D3,-140.29412240447607,230.3628211658859,0.1675587133295752
A1+B1+C8+D4,-140.29412240447596,230.36282116588592,0.16657942798580044
A1+B1+C8+D5,-140.29412240447584,230.3628211658859,0.16561369117202163
A1+B1+C8+D6,-140.29412240447604,230.36282116588586,0.16783898497999578
A1+B1+C8+D7,-140.29412240447598,230.3628211658859,0.18200895830509006
A1+B1+C8+D8,-140.29412240447598,230.3628211658859,0.1576316550182349
A1+B1+C8+D9,-140.294122404476,230.36282116588592,0.14305783172039913
A1+B1+C8+D10,-140.294122404476,230.36282116588586,0.1561977639207922
A1+B1+C9+D1,-140.29412240447604,230.36282116588586,0.14556729164939763
A1+B1+C9+D2,-140.2941224044759,230.36282116588586,0.15406739732088562
A1+B1+C9+D3,-140.29412240447607,230.36282116588586,0.16194565994009014
A1+B1+C9+D4,-140.29412240447596,230.3628211658859,0.1609663745963156
A1+B1+C9+D5,-140.29412240447584,230.36282116588586,0.16000063778253693
A1+B1+C9+D6,-140.29412240447604,230.36282116588583,0.16222593159051085
A1+B1+C9+D7,-140.29412240447598,230.36282116588586,0.1763959049156052
A1+B1+C9+D8,-140.29412240447598,230.36282116588586,0.1520186016287501
A1+B1+C9+D9,-140.294122404476,230.3628211658859,0.13744477833091442
A1+B1+C9+D10,-140.294122404476,230.36282116588583,0.15058471053130748
A1+B1+C10+D1,-140.29412240447587,230.3628211658861,0.1386185039150557
A1+B1+C10+D2,-140.29412240447573,230.3628211658861,0.14711860958654324
A1+B1+C10+D3,-140.2941224044759,230.3628211658861,0.15499687220574815
A1+B1+C10+D4,-140.2941224044758,230.36282116588612,0.15401758686197342
A1+B1+C10+D5,-140.29412240447567,230.3628211658861,0.15305185004819472
A1+B1+C10+D6,-140.29412240447587,230.36282116588606,0.15527714385616864
A1+B1+C10+D7,-140.29412240447581,230.3628211658861,0.16944711718126299
A1+B1+C10+D8,-140.29412240447581,230.3628211658861,0.14506981389440785
A1+B1+C10+D9,-140.29412240447584,230.36282116588612,0.13049599059657205
A1+B1+C10+D10,-140.29412240447584,230.36282116588606,0.14363592279696527
A1+B2+C1+D1,-35.8215375440974,-73.07225617140708,0.16318320614023926
A1+B2+C1+D2,-35.82153754409732,-73.07225617140705,0.17168331181172686
A1+B2+C1+D3,-35.82153754409742,-73.07225617140705,0.17956157443093174
A1+B2+C1+D4,-35.82153754409736,-73.07225617140702,0.17858228908715695
A1+B2+C1+D5,-35.82153754409726,-73.07225617140705,0.17761655227337836
A1+B2+C1+D6,-35.82153754409739,-73.07225617140705,0.17984184608135229
A1+B2+C1+D7,-35.82153754409738,-73.07225617140708,0.19401181940644668
A1+B2+C1+D8,-35.821537544097374,-73.07225617140706,0.1696345161195915
A1+B2+C1+D9,-35.82153754409739,-73.07225617140702,0.15506069282175577
A1+B2+C1+D10,-35.821537544097396,-73.07225617140706,0.16820062502214883
A1+B2+C2+D1,-35.82153754409732,-73.07225617140698,0.16264823237838966
A1+B2+C2+D2,-35.82153754409723,-73.07225617140695,0.17114833804987745
A1+B2+C2+D3,-35.82153754409733,-73.07225617140695,0.17902660066908235
A1+B2+C2+D4,-35.821537544097275,-73.07225617140692,0.17804731532530757
A1+B2+C2+D5,-35.821537544097175,-73.07225617140695,0.17708157851152886
A1+B2+C2+D6,-35.8215375440973,-73.07225617140695,0.1793068723195028
A1+B2+C2+D7,-35.821537544097296,-73.07225617140698,0.19347684564459722
A1+B2+C2+D8,-35.82153754409729,-73.07225617140696,0.1690995423577423
A1+B2+C2+D9,-35.8215375440973,-73.07225617140692,0.15452571905990603
A1+B2+C2+D10,-35.82153754409731,-73.07225617140696,0.16766565126029948
A1+B2+C3+D1,-35.821537544097325,-73.07225617140699,0.16375829248954651
A1+B2+C3+D2,-35.82153754409724,-73.07225617140696,0.17225839816103447
A1+B2+C3+D3,-35.82153754409734,-73.07225617140696,0.18013666078023918
A1+B2+C3+D4,-35.82153754409728,-73.07225617140693,0.17915737543646454
A1+B2+C3+D5,-35.82153754409718,-73.07225617140696,0.17819163862268586
A1+B2+C3+D6,-35.82153754409731,-73.07225617140696,0.1804169324306597
A1+B2+C3+D7,-35.8215375440973,-73.07225617140699,0.19458690575575416
A1+B2+C3+D8,-35.821537544097296,-73.07225617140698,0.17020960246889894
A1+B2+C3+D9,-35.82153754409731,-73.07225617140693,0.1556357791710632
A1+B2+C3+D10,-35.82153754409732,-73.07225617140698,0.1687757113714561
A1+B2+C4+D1,-35.82153754409737,-73.07225617140706,0.16260332670716007
A1+B2+C4+D2,-35.82153754409728,-73.07225617140703,0.17110343237864784
A1+B2+C4+D3,-35.82153754409738,-73.07225617140703,0.1789816949978526
A1+B2+C4+D4,-35.821537544097325,-73.072256171407,0.17800240965407785
A1+B2+C4+D5,-35.821537544097225,-73.07225617140703,0.17703667284029923
A1+B2+C4+D6,-35.82153754409735,-73.07225617140703,0.179261966648273
A1+B2+C4+D7,-35.821537544097346,-73.07225617140706,0.19343193997336736
A1+B2+C4+D8,-35.82153754409734,-73.07225617140705,0.1690546366865125
A1+B2+C4+D9,-35.82153754409735,-73.072256171407,0.15448081338867659
A1+B2+C4+D10,-35.82153754409736,-73.07225617140705,0.1676207455890697
A1+B2+C5+D1,-35.82153754409723,-73.07225617140685,0.16311614353541623
A1+B2+C5+D2,-35.82153754409715,-73.07225617140682,0.17161624920690383
A1+B2+C5+D3,-35.82153754409725,-73.07225617140682,0.17949451182610873
A1+B2+C5+D4,-35.82153754409719,-73.07225617140679,0.178515226482334
A1+B2+C5+D5,-35.82153754409709,-73.07225617140682,0.17754948966855505
A1+B2+C5+D6,-35.82153754409722,-73.07225617140682,0.1797747834765292
A1+B2+C5+D7,-35.82153754409721,-73.07225617140685,0.19394475680162354
A1+B2+C5+D8,-35.821537544097204,-73.07225617140683,0.16956745351476848
A1+B2+C5+D9,-35.82153754409722,-73.07225617140679,0.15499363021693266
A1+B2+C5+D10,-35.821537544097225,-73.07225617140683,0.16813356241732574
A1+B2+C6+D1,-35.8215375440974,-73.07225617140703,0.1782541624520439
A1+B2+C6+D2,-35.82153754409732,-73.072256171407,0.1867542681235314
A1+B2+C6+D3,-35.82153754409742,-73.072256171407,0.19463253074273645
A1+B2+C6+D4,-35.82153754409736,-73.07225617140698,0.1936532453989618
A1+B2+C6+D5,-35.82153754409726,-73.072256171407,0.192687508585183
A1+B2+C6+D6,-35.82153754409739,-73.072256171407,0.19491280239315673
A1+B2+C6+D7,-35.82153754409738,-73.07225617140703,0.20908277571825135
A1+B2+C6+D8,-35.821537544097374,-73.07225617140702,0.184705472431396
A1+B2+C6+D9,-35.82153754409739,-73.07225617140698,0.17013164913356027
A1+B2+C6+D10,-35.821537544097396,-73.07225617140702,0.18327158133395344
A1+B2+C7+D1,-35.82153754409716,-73.07225617140682,0.16343389461069477
A1+B2+C7+D2,-35.821537544097076,-73.07225617140679,0.1719340002821825
A1+B2+C7+D3,-35.821537544097175,-73.07225617140679,0.17981226290138733
A1+B2+C7+D4,-35.82153754409712,-73.07225617140676,0.1788329775576125
A1+B2+C7+D5,-35.82153754409702,-73.07225617140679,0.17786724074383378
A1+B2+C7+D6,-35.82153754409715,-73.07225617140679,0.18009253455180776
A1+B2+C7+D7,-35.82153754409714,-73.07225617140682,0.19426250787690208
A1+B2+C7+D8,-35.82153754409713,-73.0722561714068,0.16988520459004738
A1+B2+C7+D9,-35.82153754409715,-73.07225617140676,0.15531138129221117
A1+B2+C7+D10,-35.821537544097154,-73.0722561714068,0.16845131349260445
A1+B2+C8+D1,-35.821537544097374,-73.07225617140703,0.1724712504942345
A1+B2+C8+D2,-35.82153754409729,-73.072256171407,0.1809713561657224
A1+B2+C8+D3,-35.82153754409739,-73.072256171407,0.1888496187849272
A1+B2+C8+D4,-35.82153754409733,-73.07225617140698,0.1878703334411526
A1+B2+C8+D5,-35.82153754409723,-73.072256171407,0.18690459662737377
A1+B2+C8+D6,-35.82153754409736,-73.072256171407,0.18912989043534775
A1+B2+C8+D7,-35.82153754409735,-73.07225617140703,0.20329986376044223
A1+B2+C8+D8,-35.821537544097346,-73.07225617140702,0.17892256047358696
A1+B2+C8+D9,-35.82153754409736,-73.07225617140698,0.16434873717575124
A1+B2+C8+D10,-35.82153754409737,-73.07225617140702,0.17748866937614416
A1+B2+C9+D1,-35.82153754409738,-73.07225617140699,0.16685819710474986
A1+B2+C9+D2,-35.821537544097296,-73.07225617140696,0.17535830277623773
A1+B2+C9+D3,-35.821537544097396,-73.07225617140696,0.1832365653954424
A1+B2+C9+D4,-35.82153754409734,-73.07225617140693,0.18225728005166786
A1+B2+C9+D5,-35.82153754409724,-73.07225617140696,0.18129154323788896
A1+B2+C9+D6,-35.82153754409737,-73.07225617140696,0.18351683704586313
A1+B2+C9+D7,-35.82153754409736,-73.07225617140699,0.19768681037095742
A1+B2+C9+D8,-35.82153754409735,-73.07225617140698,0.17330950708410245
A1+B2+C9+D9,-35.82153754409737,-73.07225617140693,0.15873568378626643
A1+B2+C9+D10,-35.821537544097374,-73.07225617140698,0.17187561598665965
A1+B2+C10+D1,-35.82153754409723,-73.0722561714068,0.15990940937040762
A1+B2+C10+D2,-35.82153754409715,-73.07225617140678,0.16840951504189536
A1+B2+C10+D3,-35.82153754409725,-73.07225617140678,0.17628777766110032
A1+B2+C10+D4,-35.82153754409719,-73.07225617140675,0.17530849231732532
A1+B2+C10+D5,-35.82153754409709,-73.07225617140678,0.1743427555035467
A1+B2+C10+D6,-35.82153754409722,-73.07225617140678,0.1765680493115207
A1+B2+C10+D7,-35.82153754409721,-73.0722561714068,0.19073802263661524
A1+B2+C10+D8,-35.821537544097204,-73.07225617140679,0.16636071934975996
A1+B2+C10+D9,-35.82153754409722,-73.07225617140675,0.15178689605192427
A1+B2+C10+D10,-35.821537544097225,-73.07225617140679,0.16492682825231741
A1+B3+C1+D1,331.4286962709387,27.51583275983243,0.13394580428616729
A1+B3+C1+D2,331.4286962709389,27.515832759832456,0.1424459099576549
A1+B3+C1+D3,331.4286962709387,27.515832759832442,0.15032417257685973
A1+B3+C1+D4,331.4286962709388,27.515832759832474,0.14934488723308528
A1+B3+C1+D5,331.4286962709388,27.515832759832445,0.14837915041930633
A1+B3+C1+D6,331.4286962709387,27.51583275983245,0.1506044442272803
A1+B3+C1+D7,331.42869627093876,27.515832759832428,0.16477441755237474
A1+B3+C1+D8,331.42869627093876,27.515832759832435,0.14039711426551968
A1+B3+C1+D9,331.42869627093876,27.51583275983248,0.12582329096768388
A1+B3+C1+D10,331.42869627093876,27.515832759832435,0.13896322316807685
A1+B3+C2+D1,331.42869627093876,27.515832759832513,0.13341083052431768
A1+B3+C2+D2,331.42869627093893,27.515832759832538,0.14191093619580566
A1+B3+C2+D3,331.42869627093876,27.515832759832527,0.14978919881501038
A1+B3+C2+D4,331.4286962709389,27.515832759832556,0.14880991347123557
A1+B3+C2+D5,331.4286962709389,27.515832759832527,0.14784417665745686
A1+B3+C2+D6,331.42869627093876,27.515832759832527,0.1500694704654309
A1+B3+C2+D7,331.4286962709388,27.515832759832506,0.16423944379052532
A1+B3+C2+D8,331.4286962709388,27.515832759832513,0.1398621405036702
A1+B3+C2+D9,331.4286962709388,27.515832759832563,0.1252883172058344
A1+B3+C2+D10,331.4286962709388,27.515832759832513,0.1384282494062273
A1+B3+C3+D1,331.42869627093876,27.51583275983249,0.13452089063547473
A1+B3+C3+D2,331.42869627093893,27.51583275983252,0.14302099630696236
A1+B3+C3+D3,331.42869627093876,27.515832759832506,0.1508992589261673
A1+B3+C3+D4,331.4286962709389,27.515832759832534,0.14991997358239267
A1+B3+C3+D5,331.4286962709389,27.515832759832506,0.14895423676861402
A1+B3+C3+D6,331.42869627093876,27.51583275983251,0.1511795305765875
A1+B3+C3+D7,331.4286962709388,27.515832759832488,0.16534950390168207
A1+B3+C3+D8,331.4286962709388,27.515832759832495,0.14097220061482701
A1+B3+C3+D9,331.4286962709388,27.51583275983254,0.12639837731699116
A1+B3+C3+D10,331.4286962709388,27.515832759832495,0.13953830951738433
A1+B3+C4+D1,331.42869627093876,27.515832759832442,0.13336592485308812
A1+B3+C4+D2,331.42869627093893,27.515832759832463,0.14186603052457558
A1+B3+C4+D3,331.42869627093876,27.515832759832453,0.14974429314378063
A1+B3+C4+D4,331.4286962709389,27.515832759832485,0.14876500780000584
A1+B3+C4+D5,331.4286962709389,27.515832759832456,0.1477992709862271
A1+B3+C4+D6,331.42869627093876,27.515832759832456,0.15002456479420123
A1+B3+C4+D7,331.4286962709388,27.515832759832435,0.1641945381192956
A1+B3+C4+D8,331.4286962709388,27.515832759832442,0.13981723483244055
A1+B3+C4+D9,331.4286962709388,27.51583275983249,0.12524341153460453
A1+B3+C4+D10,331.4286962709388,27.515832759832442,0.13838334373499772
A1+B3+C5+D1,331.4286962709389,27.515832759832655,0.13387874168134412
A1+B3+C5+D2,331.42869627093904,27.51583275983268,0.1423788473528319
A1+B3+C5+D3,331.4286962709389,27.51583275983267,0.1502571099720368
A1+B3+C5+D4,331.428696270939,27.515832759832698,0.14927782462826206
A1+B3+C5+D5,331.428696270939,27.51583275983267,0.14831208781448324
A1+B3+C5+D6,331.4286962709389,27.51583275983267,0.15053738162245733
A1+B3+C5+D7,331.42869627093893,27.515832759832648,0.16470735494755176
A1+B3+C5+D8,331.42869627093893,27.515832759832655,0.14033005166069662
A1+B3+C5+D9,331.42869627093893,27.515832759832705,0.12575622836286066
A1+B3+C5+D10,331.42869627093893,27.515832759832655,0.13889616056325377
A1+B3+C6+D1,331.4286962709387,27.515832759832456,0.14901676059797206
A1+B3+C6+D2,331.4286962709389,27.515832759832485,0.1575168662694595
A1+B3+C6+D3,331.4286962709387,27.51583275983247,0.16539512888866448
A1+B3+C6+D4,331.4286962709388,27.5158327598325,0.1644158435448898
A1+B3+C6+D5,331.4286962709388,27.51583275983247,0.1634501067311109
A1+B3+C6+D6,331.4286962709387,27.515832759832474,0.16567540053908492
A1+B3+C6+D7,331.42869627093876,27.515832759832453,0.17984537386417931
A1+B3+C6+D8,331.42869627093876,27.51583275983246,0.1554680705773243
A1+B3+C6+D9,331.42869627093876,27.515832759832506,0.14089424727948843
A1+B3+C6+D10,331.42869627093876,27.51583275983246,0.15403417947988146
A1+B3+C7+D1,331.428696270939,27.51583275983264,0.13419649275662288
A1+B3+C7+D2,331.42869627093916,27.51583275983267,0.14269659842811047
A1+B3+C7+D3,331.428696270939,27.515832759832655,0.1505748610473151
A1+B3+C7+D4,331.4286962709391,27.515832759832684,0.14959557570354065
A1+B3+C7+D5,331.4286962709391,27.515832759832655,0.14862983888976175
A1+B3+C7+D6,331.428696270939,27.51583275983266,0.150855132697736
A1+B3+C7+D7,331.42869627093904,27.515832759832637,0.16502510602283013
A1+B3+C7+D8,331.42869627093904,27.515832759832644,0.1406478027359752
A1+B3+C7+D9,331.42869627093904,27.51583275983269,0.12607397943813944
A1+B3+C7+D10,331.42869627093904,27.515832759832644,0.13921391163853222
A1+B3+C8+D1,331.42869627093876,27.515832759832474,0.1432338486401629
A1+B3+C8+D2,331.42869627093893,27.5158327598325,0.15173395431165043
A1+B3+C8+D3,331.42869627093876,27.515832759832485,0.15961221693085545
A1+B3+C8+D4,331.4286962709389,27.515832759832517,0.1586329315870806
A1+B3+C8+D5,331.4286962709389,27.515832759832488,0.15766719477330193
A1+B3+C8+D6,331.42869627093876,27.51583275983249,0.1598924885812757
A1+B3+C8+D7,331.4286962709388,27.51583275983247,0.17406246190637034
A1+B3+C8+D8,331.4286962709388,27.515832759832477,0.14968515861951526
A1+B3+C8+D9,331.4286962709388,27.515832759832524,0.13511133532167935
A1+B3+C8+D10,331.4286962709388,27.515832759832477,0.1482512675220724
A1+B3+C9+D1,331.42869627093876,27.5158327598325,0.13762079525067797
A1+B3+C9+D2,331.42869627093893,27.515832759832527,0.14612090092216581
A1+B3+C9+D3,331.42869627093876,27.515832759832513,0.15399916354137047
A1+B3+C9+D4,331.4286962709389,27.51583275983254,0.15301987819759597
A1+B3+C9+D5,331.4286962709389,27.515832759832513,0.1520541413838171
A1+B3+C9+D6,331.42869627093876,27.515832759832517,0.15427943519179105
A1+B3+C9+D7,331.4286962709388,27.515832759832495,0.16844940851688542
A1+B3+C9+D8,331.4286962709388,27.515832759832502,0.14407210523003047
A1+B3+C9+D9,331.4286962709388,27.51583275983255,0.12949828193219468
A1+B3+C9+D10,331.4286962709388,27.515832759832502,0.14263821413258765
A1+B3+C10+D1,331.4286962709389,27.51583275983269,0.13067200751633584
A1+B3+C10+D2,331.42869627093904,27.515832759832712,0.13917211318782344
A1+B3+C10+D3,331.4286962709389,27.5158327598327,0.14705037580702823
A1+B3+C10+D4,331.428696270939,27.515832759832733,0.14607109046325367
A1+B3+C10+D5,331.428696270939,27.515832759832705,0.14510535364947497
A1+B3+C10+D6,331.4286962709389,27.515832759832705,0.14733064745744862
A1+B3+C10+D7,331.42869627093893,27.515832759832684,0.16150062078254324
A1+B3+C10+D8,331.42869627093893,27.51583275983269,0.13712331749568815
A1+B3+C10+D9,331.42869627093893,27.51583275983274,0.12254949419785222
A1+B3+C10+D10,331.42869627093893,27.51583275983269,0.13568942639824524
A1+B4+C1+D1,273.34848992473144,-269.003171280281,0.11963041806448954
A1+B4+C1+D2,273.3484899247316,-269.003171280281,0.12813052373597733
A1+B4+C1+D3,273.34848992473144,-269.003171280281,0.1360087863551823
A1+B4+C1+D4,273.34848992473155,-269.0031712802809,0.13502950101140726
A1+B4+C1+D5,273.34848992473155,-269.0031712802809,0.13406376419762867
A1+B4+C1+D6,273.34848992473144,-269.003171280281,0.13628905800560262
A1+B4+C1+D7,273.3484899247315,-269.003171280281,0.150459031330697
A1+B4+C1+D8,273.3484899247315,-269.003171280281,0.12608172804384202
A1+B4+C1+D9,273.3484899247315,-269.003171280281,0.1115079047460061
A1+B4+C1+D10,273.3484899247315,-269.003171280281,0.12464783694639926
A1+B4+C2+D1,273.3484899247315,-269.0031712802809,0.11909544430264013
A1+B4+C2+D2,273.34848992473167,-269.0031712802809,0.12759554997412775
A1+B4+C2+D3,273.3484899247315,-269.0031712802809,0.13547381259333266
A1+B4+C2+D4,273.3484899247316,-269.00317128028087,0.13449452724955813
A1+B4+C2+D5,273.3484899247316,-269.00317128028087,0.1335287904357792
A1+B4+C2+D6,273.3484899247315,-269.0031712802809,0.13575408424375307
A1+B4+C2+D7,273.34848992473155,-269.0031712802809,0.14992405756884744
A1+B4+C2+D8,273.34848992473155,-269.0031712802809,0.12554675428199247
A1+B4+C2+D9,273.34848992473155,-269.0031712802809,0.11097293098415667
A1+B4+C2+D10,273.34848992473155,-269.0031712802809,0.12411286318454971
A1+B4+C3+D1,273.3484899247315,-269.0031712802809,0.12020550441379686
A1+B4+C3+D2,273.34848992473167,-269.0031712802809,0.12870561008528458
A1+B4+C3+D3,273.3484899247315,-269.0031712802809,0.1365838727044895
A1+B4+C3+D4,273.3484899247316,-269.00317128028087,0.1356045873607147
A1+B4+C3+D5,273.3484899247316,-269.00317128028087,0.13463885054693608
A1+B4+C3+D6,273.3484899247315,-269.0031712802809,0.13686414435490998
A1+B4+C3+D7,273.34848992473155,-269.0031712802809,0.15103411768000446
A1+B4+C3+D8,273.34848992473155,-269.0031712802809,0.12665681439314921
A1+B4+C3+D9,273.34848992473155,-269.0031712802809,0.11208299109531351
A1+B4+C3+D10,273.34848992473155,-269.0031712802809,0.12522292329570656
A1+B4+C4+D1,273.3484899247315,-269.0031712802809,0.11905053863141037
A1+B4+C4+D2,273.34848992473167,-269.0031712802809,0.127550644302898
A1+B4+C4+D3,273.3484899247315,-269.0031712802809,0.13542890692210297
A1+B4+C4+D4,273.3484899247316,-269.00317128028087,0.1344496215783283
